date,origin,destination,airline,base_fare,taxes,total_fare,fare_class,availability,source
2026-08-11,DEL,HYD,SpiceJet,3597,647,4244,Economy,41,OTA
2026-08-11,DEL,CCU,IndiGo,4390,790,5180,Economy Saver,39,Airline Portal
2026-08-11,DEL,CCU,Air India,4941,889,5830,Economy Saver,61,OTA
2026-08-11,DEL,CCU,Akasa Air,4150,747,4897,Economy Saver,68,OTA
2026-08-11,DEL,CCU,SpiceJet,4276,770,5046,Economy Saver,15,OTA
2026-08-11,BOM,BLR,IndiGo,3278,590,3868,Economy,74,OTA
2026-08-11,BOM,BLR,Air India,3333,600,3933,Economy Saver,42,OTA
2026-08-11,BOM,BLR,Akasa Air,3296,593,3889,Economy Saver,26,OTA
2026-08-11,BOM,BLR,SpiceJet,2796,503,3299,Economy Saver,60,OTA
2026-08-11,BOM,DEL,IndiGo,4515,813,5328,Economy,14,OTA
2026-08-11,BOM,DEL,Air India,4794,863,5657,Economy,8,Airline Portal
2026-08-11,BOM,DEL,Akasa Air,4333,780,5113,Economy Saver,9,Airline Portal
2026-08-11,BOM,DEL,SpiceJet,4027,725,4752,Economy Saver,51,OTA
2026-08-11,BLR,HYD,IndiGo,3003,541,3544,Economy,62,OTA
2026-08-11,BLR,HYD,Air India,3480,626,4106,Economy,78,Airline Portal
2026-08-11,BLR,HYD,Akasa Air,2960,533,3493,Economy Saver,40,Airline Portal
2026-08-11,BLR,HYD,SpiceJet,2744,494,3238,Economy,68,OTA
2026-08-11,DEL,MAA,IndiGo,4738,853,5591,Economy Saver,38,OTA
2026-08-11,DEL,MAA,Air India,5197,935,6132,Economy Saver,67,Airline Portal
2026-08-11,DEL,MAA,Akasa Air,4727,851,5578,Economy,62,Airline Portal
2026-08-11,DEL,MAA,SpiceJet,4508,811,5319,Economy,45,OTA
2026-08-12,DEL,BOM,IndiGo,4446,800,5246,Economy Saver,43,Airline Portal
2026-08-12,DEL,BOM,Air India,4993,899,5892,Economy,51,Airline Portal
2026-08-12,DEL,BOM,Akasa Air,3935,708,4643,Economy,35,OTA
2026-08-12,DEL,BOM,SpiceJet,3922,706,4628,Economy Saver,64,Airline Portal
2026-08-12,DEL,BLR,IndiGo,4682,843,5525,Economy,44,OTA
2026-08-12,DEL,BLR,Air India,5512,992,6504,Economy Saver,72,OTA
2026-08-12,DEL,BLR,Akasa Air,4905,883,5788,Economy,21,OTA
2026-08-12,DEL,BLR,SpiceJet,4485,807,5292,Economy Saver,71,OTA
2026-08-12,DEL,HYD,IndiGo,3929,707,4636,Economy,21,OTA
2026-08-12,DEL,HYD,Air India,4361,785,5146,Economy,20,Airline Portal
2026-08-12,DEL,HYD,Akasa Air,3483,627,4110,Economy Saver,33,OTA
2026-08-12,DEL,HYD,SpiceJet,3677,662,4339,Economy Saver,15,OTA
2026-08-12,DEL,CCU,IndiGo,4713,848,5561,Economy Saver,21,OTA
2026-08-12,DEL,CCU,Air India,4753,856,5609,Economy,80,Airline Portal
2026-08-12,DEL,CCU,Akasa Air,4357,784,5141,Economy Saver,77,Airline Portal
2026-08-12,DEL,CCU,SpiceJet,4039,727,4766,Economy,10,OTA
2026-08-12,BOM,BLR,IndiGo,3541,637,4178,Economy Saver,8,OTA
2026-08-12,BOM,BLR,Air India,3771,679,4450,Economy Saver,43,OTA
2026-08-12,BOM,BLR,Akasa Air,3319,597,3916,Economy Saver,43,OTA
2026-08-12,BOM,BLR,SpiceJet,2761,497,3258,Economy,61,OTA
2026-08-12,BOM,DEL,IndiGo,4207,757,4964,Economy Saver,23,OTA
2026-08-12,BOM,DEL,Air India,4726,851,5577,Economy Saver,56,Airline Portal
2026-08-12,BOM,DEL,Akasa Air,4265,768,5033,Economy,45,Airline Portal
2026-08-12,BOM,DEL,SpiceJet,3886,699,4585,Economy Saver,36,Airline Portal
2026-08-12,BLR,HYD,IndiGo,2945,530,3475,Economy Saver,58,Airline Portal
2026-08-12,BLR,HYD,Air India,3759,677,4436,Economy,46,OTA
2026-08-12,BLR,HYD,Akasa Air,2780,500,3280,Economy Saver,70,OTA
2026-08-12,BLR,HYD,SpiceJet,2812,506,3318,Economy Saver,7,Airline Portal
2026-08-12,DEL,MAA,IndiGo,4988,898,5886,Economy Saver,35,Airline Portal
2026-08-12,DEL,MAA,Air India,5045,908,5953,Economy,41,OTA
2026-08-12,DEL,MAA,Akasa Air,4870,877,5747,Economy Saver,41,Airline Portal
2026-08-12,DEL,MAA,SpiceJet,4527,815,5342,Economy,38,OTA
2026-08-13,DEL,BOM,IndiGo,4406,793,5199,Economy,56,Airline Portal
2026-08-13,DEL,BOM,Air India,4613,830,5443,Economy Saver,75,OTA
2026-08-13,DEL,BOM,Akasa Air,4100,738,4838,Economy Saver,75,OTA
2026-08-13,DEL,BOM,SpiceJet,4198,756,4954,Economy,21,Airline Portal
2026-08-13,DEL,BLR,IndiGo,5014,903,5917,Economy Saver,76,OTA
2026-08-13,DEL,BLR,Air India,5215,939,6154,Economy Saver,69,Airline Portal
2026-08-13,DEL,BLR,Akasa Air,4383,789,5172,Economy Saver,65,OTA
2026-08-13,DEL,BLR,SpiceJet,4609,830,5439,Economy,46,OTA
2026-08-13,DEL,HYD,IndiGo,3854,694,4548,Economy Saver,80,OTA
2026-08-13,DEL,HYD,Air India,4214,759,4973,Economy Saver,77,OTA
2026-08-13,DEL,HYD,Akasa Air,3485,627,4112,Economy Saver,47,Airline Portal
2026-08-13,DEL,HYD,SpiceJet,3759,677,4436,Economy Saver,8,OTA
2026-08-13,DEL,CCU,IndiGo,4605,829,5434,Economy,11,OTA
2026-08-13,DEL,CCU,Air India,4922,886,5808,Economy Saver,23,Airline Portal
2026-08-13,DEL,CCU,Akasa Air,4506,811,5317,Economy,29,Airline Portal
2026-08-13,DEL,CCU,SpiceJet,4171,751,4922,Economy,57,Airline Portal
2026-08-13,BOM,BLR,IndiGo,3509,632,4141,Economy Saver,12,Airline Portal
2026-08-13,BOM,BLR,Air India,3704,667,4371,Economy Saver,66,OTA
2026-08-13,BOM,BLR,Akasa Air,3039,547,3586,Economy Saver,73,OTA
2026-08-13,BOM,BLR,SpiceJet,3228,581,3809,Economy Saver,66,Airline Portal
2026-08-13,BOM,DEL,IndiGo,4419,795,5214,Economy Saver,33,OTA
2026-08-13,BOM,DEL,Air India,4939,889,5828,Economy,67,OTA
2026-08-13,BOM,DEL,Akasa Air,4245,764,5009,Economy Saver,41,Airline Portal
2026-08-13,BOM,DEL,SpiceJet,4087,736,4823,Economy Saver,55,OTA
2026-08-13,BLR,HYD,IndiGo,3487,628,4115,Economy,42,Airline Portal
2026-08-13,BLR,HYD,Air India,3491,628,4119,Economy,49,OTA
2026-08-13,BLR,HYD,Akasa Air,3239,583,3822,Economy Saver,32,Airline Portal
2026-08-13,BLR,HYD,SpiceJet,2913,524,3437,Economy Saver,22,Airline Portal
2026-08-13,DEL,MAA,IndiGo,4975,896,5871,Economy,36,Airline Portal
2026-08-13,DEL,MAA,Air India,5357,964,6321,Economy,34,Airline Portal
2026-08-13,DEL,MAA,Akasa Air,4498,810,5308,Economy Saver,17,Airline Portal
2026-08-13,DEL,MAA,SpiceJet,4393,791,5184,Economy,57,OTA
2026-08-14,DEL,BOM,IndiGo,4267,768,5035,Economy Saver,46,OTA
2026-08-14,DEL,BOM,Air India,5042,908,5950,Economy,78,Airline Portal
2026-08-14,DEL,BOM,Akasa Air,4377,788,5165,Economy,27,OTA
2026-08-14,DEL,BOM,SpiceJet,4023,724,4747,Economy,55,OTA
2026-08-14,DEL,BLR,IndiGo,4954,892,5846,Economy Saver,9,Airline Portal
2026-08-14,DEL,BLR,Air India,5304,955,6259,Economy,47,OTA
2026-08-14,DEL,BLR,Akasa Air,4789,862,5651,Economy Saver,22,OTA
2026-08-14,DEL,BLR,SpiceJet,4625,832,5457,Economy,47,Airline Portal
2026-08-14,DEL,HYD,IndiGo,4079,734,4813,Economy Saver,28,Airline Portal
2026-08-14,DEL,HYD,Air India,4473,805,5278,Economy Saver,77,Airline Portal
2026-08-14,DEL,HYD,Akasa Air,3852,693,4545,Economy Saver,59,OTA
2026-08-14,DEL,HYD,SpiceJet,3577,644,4221,Economy,28,Airline Portal
2026-08-14,DEL,CCU,IndiGo,4844,872,5716,Economy,5,OTA
2026-08-14,DEL,CCU,Air India,4929,887,5816,Economy Saver,47,OTA
2026-08-14,DEL,CCU,Akasa Air,4506,811,5317,Economy,38,OTA
2026-08-14,DEL,CCU,SpiceJet,4091,736,4827,Economy,64,OTA
2026-08-14,BOM,BLR,IndiGo,3413,614,4027,Economy Saver,20,OTA
2026-08-14,BOM,BLR,Air India,3513,632,4145,Economy,22,OTA
2026-08-14,BOM,BLR,Akasa Air,3309,596,3905,Economy Saver,58,OTA
2026-08-14,BOM,BLR,SpiceJet,3386,609,3995,Economy,36,Airline Portal
2026-08-14,BOM,DEL,IndiGo,4451,801,5252,Economy Saver,14,Airline Portal
2026-08-14,BOM,DEL,Air India,4652,837,5489,Economy,78,Airline Portal
2026-08-14,BOM,DEL,Akasa Air,4328,779,5107,Economy Saver,19,Airline Portal
2026-08-14,BOM,DEL,SpiceJet,4134,744,4878,Economy,70,OTA
2026-08-14,BLR,HYD,IndiGo,3305,595,3900,Economy,70,OTA
2026-08-14,BLR,HYD,Air India,3244,584,3828,Economy Saver,44,Airline Portal
2026-08-14,BLR,HYD,Akasa Air,3229,581,3810,Economy,32,Airline Portal
2026-08-14,BLR,HYD,SpiceJet,2755,496,3251,Economy,74,Airline Portal
2026-08-14,DEL,MAA,IndiGo,4849,873,5722,Economy Saver,9,OTA
2026-08-14,DEL,MAA,Air India,5427,977,6404,Economy,58,OTA
2026-08-14,DEL,MAA,Akasa Air,4824,868,5692,Economy Saver,53,OTA
2026-08-14,DEL,MAA,SpiceJet,4646,836,5482,Economy,49,Airline Portal
2026-08-15,DEL,BOM,IndiGo,4367,786,5153,Economy Saver,72,Airline Portal
2026-08-15,DEL,BOM,Air India,4762,857,5619,Economy,7,OTA
2026-08-15,DEL,BOM,Akasa Air,4382,789,5171,Economy Saver,73,OTA
2026-08-15,DEL,BOM,SpiceJet,4079,734,4813,Economy Saver,49,Airline Portal
2026-08-15,DEL,BLR,IndiGo,5105,919,6024,Economy,9,OTA
2026-08-15,DEL,BLR,Air India,5624,1012,6636,Economy,35,Airline Portal
2026-08-15,DEL,BLR,Akasa Air,4665,840,5505,Economy,62,Airline Portal
2026-08-15,DEL,BLR,SpiceJet,4248,765,5013,Economy Saver,61,Airline Portal
2026-08-15,DEL,HYD,IndiGo,4105,739,4844,Economy,22,OTA
2026-08-15,DEL,HYD,Air India,4390,790,5180,Economy Saver,78,OTA
2026-08-15,DEL,HYD,Akasa Air,3906,703,4609,Economy,71,Airline Portal
2026-08-15,DEL,HYD,SpiceJet,3501,630,4131,Economy,76,Airline Portal
2026-08-15,DEL,CCU,IndiGo,4667,840,5507,Economy Saver,11,OTA
2026-08-15,DEL,CCU,Air India,5287,952,6239,Economy Saver,72,OTA
2026-08-15,DEL,CCU,Akasa Air,4494,809,5303,Economy,43,OTA
2026-08-15,DEL,CCU,SpiceJet,4206,757,4963,Economy Saver,35,Airline Portal
2026-08-15,BOM,BLR,IndiGo,3497,629,4126,Economy,64,Airline Portal
2026-08-15,BOM,BLR,Air India,4000,720,4720,Economy Saver,76,Airline Portal
2026-08-15,BOM,BLR,Akasa Air,3159,569,3728,Economy,47,Airline Portal
2026-08-15,BOM,BLR,SpiceJet,3498,630,4128,Economy Saver,16,Airline Portal
2026-08-15,BOM,DEL,IndiGo,4241,763,5004,Economy,14,Airline Portal
2026-08-15,BOM,DEL,Air India,4977,896,5873,Economy,66,Airline Portal
2026-08-15,BOM,DEL,Akasa Air,4321,778,5099,Economy Saver,6,Airline Portal
2026-08-15,BOM,DEL,SpiceJet,4481,807,5288,Economy,66,Airline Portal
2026-08-15,BLR,HYD,IndiGo,3433,618,4051,Economy,55,Airline Portal
2026-08-15,BLR,HYD,Air India,3682,663,4345,Economy Saver,53,OTA
2026-08-15,BLR,HYD,Akasa Air,3069,552,3621,Economy Saver,38,OTA
2026-08-15,BLR,HYD,SpiceJet,3003,541,3544,Economy Saver,17,OTA
2026-08-15,DEL,MAA,IndiGo,4960,893,5853,Economy,52,OTA
2026-08-15,DEL,MAA,Air India,5357,964,6321,Economy,23,Airline Portal
2026-08-15,DEL,MAA,Akasa Air,4904,883,5787,Economy Saver,42,Airline Portal
2026-08-15,DEL,MAA,SpiceJet,4328,779,5107,Economy Saver,77,Airline Portal
2026-08-16,DEL,BOM,IndiGo,4572,823,5395,Economy Saver,37,OTA
2026-08-16,DEL,BOM,Air India,5113,920,6033,Economy Saver,63,Airline Portal
2026-08-16,DEL,BOM,Akasa Air,4322,778,5100,Economy,22,OTA
2026-08-16,DEL,BOM,SpiceJet,4224,760,4984,Economy,72,Airline Portal
2026-08-16,DEL,BLR,IndiGo,4903,883,5786,Economy,5,OTA
2026-08-16,DEL,BLR,Air India,5312,956,6268,Economy,13,Airline Portal
2026-08-16,DEL,BLR,Akasa Air,4619,831,5450,Economy Saver,52,Airline Portal
2026-08-16,DEL,BLR,SpiceJet,4720,850,5570,Economy Saver,67,Airline Portal
2026-08-16,DEL,HYD,IndiGo,3834,690,4524,Economy Saver,6,Airline Portal
2026-08-16,DEL,HYD,Air India,4208,757,4965,Economy Saver,7,OTA
2026-08-16,DEL,HYD,Akasa Air,4153,748,4901,Economy,18,Airline Portal
2026-08-16,DEL,HYD,SpiceJet,3550,639,4189,Economy,72,OTA
2026-08-16,DEL,CCU,IndiGo,4692,845,5537,Economy Saver,15,OTA
2026-08-16,DEL,CCU,Air India,5234,942,6176,Economy,33,OTA
2026-08-16,DEL,CCU,Akasa Air,4750,855,5605,Economy,9,Airline Portal
2026-08-16,DEL,CCU,SpiceJet,4223,760,4983,Economy Saver,12,Airline Portal
2026-08-16,BOM,BLR,IndiGo,3356,604,3960,Economy Saver,60,OTA
2026-08-16,BOM,BLR,Air India,3982,717,4699,Economy,72,Airline Portal
2026-08-16,BOM,BLR,Akasa Air,3462,623,4085,Economy Saver,39,Airline Portal
2026-08-16,BOM,BLR,SpiceJet,3455,622,4077,Economy Saver,74,Airline Portal
2026-08-16,BOM,DEL,IndiGo,4552,819,5371,Economy Saver,7,Airline Portal
2026-08-16,BOM,DEL,Air India,5017,903,5920,Economy Saver,14,OTA
2026-08-16,BOM,DEL,Akasa Air,4059,731,4790,Economy Saver,74,OTA
2026-08-16,BOM,DEL,SpiceJet,4216,759,4975,Economy,15,OTA
2026-08-16,BLR,HYD,IndiGo,3093,557,3650,Economy,14,OTA
2026-08-16,BLR,HYD,Air India,3657,658,4315,Economy Saver,46,Airline Portal
2026-08-16,BLR,HYD,Akasa Air,3355,604,3959,Economy Saver,67,Airline Portal
2026-08-16,BLR,HYD,SpiceJet,3206,577,3783,Economy Saver,60,Airline Portal
2026-08-16,DEL,MAA,IndiGo,5143,926,6069,Economy Saver,15,OTA
2026-08-16,DEL,MAA,Air India,5622,1012,6634,Economy,15,OTA
2026-08-16,DEL,MAA,Akasa Air,4778,860,5638,Economy,54,OTA
2026-08-16,DEL,MAA,SpiceJet,4336,780,5116,Economy,44,OTA
2026-08-17,DEL,BOM,IndiGo,4352,783,5135,Economy,21,Airline Portal
2026-08-17,DEL,BOM,Air India,4726,851,5577,Economy Saver,18,Airline Portal
2026-08-17,DEL,BOM,Akasa Air,4215,759,4974,Economy,46,OTA
2026-08-17,DEL,BOM,SpiceJet,3940,709,4649,Economy Saver,15,Airline Portal
2026-08-17,DEL,BLR,IndiGo,4885,879,5764,Economy Saver,26,Airline Portal
2026-08-17,DEL,BLR,Air India,5209,938,6147,Economy Saver,23,Airline Portal
2026-08-17,DEL,BLR,Akasa Air,4582,825,5407,Economy Saver,43,OTA
2026-08-17,DEL,BLR,SpiceJet,4656,838,5494,Economy Saver,36,OTA
2026-08-17,DEL,HYD,IndiGo,3908,703,4611,Economy Saver,18,Airline Portal
2026-08-17,DEL,HYD,Air India,4492,809,5301,Economy Saver,47,OTA
2026-08-17,DEL,HYD,Akasa Air,3894,701,4595,Economy Saver,47,OTA
2026-08-17,DEL,HYD,SpiceJet,4004,721,4725,Economy,43,OTA
2026-08-17,DEL,CCU,IndiGo,4866,876,5742,Economy,66,OTA
2026-08-17,DEL,CCU,Air India,4911,884,5795,Economy Saver,42,OTA
2026-08-17,DEL,CCU,Akasa Air,4861,875,5736,Economy,46,OTA
2026-08-17,DEL,CCU,SpiceJet,4414,795,5209,Economy Saver,51,Airline Portal
2026-08-17,BOM,BLR,IndiGo,3545,638,4183,Economy,75,Airline Portal
2026-08-17,BOM,BLR,Air India,3983,717,4700,Economy,61,OTA
2026-08-17,BOM,BLR,Akasa Air,3291,592,3883,Economy Saver,68,Airline Portal
2026-08-17,BOM,BLR,SpiceJet,3160,569,3729,Economy Saver,24,OTA
2026-08-17,BOM,DEL,IndiGo,4423,796,5219,Economy Saver,66,OTA
2026-08-17,BOM,DEL,Air India,5118,921,6039,Economy Saver,74,Airline Portal
2026-08-17,BOM,DEL,Akasa Air,4385,789,5174,Economy,18,Airline Portal
2026-08-17,BOM,DEL,SpiceJet,4147,746,4893,Economy,10,OTA
2026-08-17,BLR,HYD,IndiGo,3426,617,4043,Economy Saver,18,Airline Portal
2026-08-17,BLR,HYD,Air India,3275,590,3865,Economy,62,OTA
2026-08-17,BLR,HYD,Akasa Air,3290,592,3882,Economy,49,Airline Portal
2026-08-17,BLR,HYD,SpiceJet,2949,531,3480,Economy Saver,15,Airline Portal
2026-08-17,DEL,MAA,IndiGo,5276,950,6226,Economy,49,OTA
2026-08-17,DEL,MAA,Air India,5505,991,6496,Economy,71,OTA
2026-08-17,DEL,MAA,Akasa Air,4560,821,5381,Economy Saver,62,OTA
2026-08-17,DEL,MAA,SpiceJet,4231,762,4993,Economy,7,OTA
2026-08-18,DEL,BOM,IndiGo,4711,848,5559,Economy,36,Airline Portal
2026-08-18,DEL,BOM,Air India,4860,875,5735,Economy Saver,64,Airline Portal
2026-08-18,DEL,BOM,Akasa Air,4564,822,5386,Economy,28,OTA
2026-08-18,DEL,BOM,SpiceJet,4274,769,5043,Economy,62,OTA
2026-08-18,DEL,BLR,IndiGo,5115,921,6036,Economy,31,OTA
2026-08-18,DEL,BLR,Air India,5737,1033,6770,Economy,78,Airline Portal
2026-08-18,DEL,BLR,Akasa Air,4997,899,5896,Economy,51,OTA
2026-08-18,DEL,BLR,SpiceJet,4338,781,5119,Economy Saver,67,OTA
2026-08-18,DEL,HYD,IndiGo,4156,748,4904,Economy Saver,80,Airline Portal
2026-08-18,DEL,HYD,Air India,4489,808,5297,Economy Saver,27,OTA
2026-08-18,DEL,HYD,Akasa Air,4113,740,4853,Economy,22,OTA
2026-08-18,DEL,HYD,SpiceJet,3485,627,4112,Economy,28,OTA
2026-08-18,DEL,CCU,IndiGo,4846,872,5718,Economy Saver,58,Airline Portal
2026-08-18,DEL,CCU,Air India,5133,924,6057,Economy,67,Airline Portal
2026-08-18,DEL,CCU,Akasa Air,4585,825,5410,Economy Saver,22,Airline Portal
2026-08-18,DEL,CCU,SpiceJet,4280,770,5050,Economy,50,Airline Portal
2026-08-18,BOM,BLR,IndiGo,3395,611,4006,Economy Saver,76,OTA
2026-08-18,BOM,BLR,Air India,3796,683,4479,Economy Saver,61,OTA
2026-08-18,BOM,BLR,Akasa Air,3314,597,3911,Economy,33,OTA
2026-08-18,BOM,BLR,SpiceJet,2951,531,3482,Economy Saver,26,OTA
2026-08-18,BOM,DEL,IndiGo,4725,850,5575,Economy Saver,75,Airline Portal
2026-08-18,BOM,DEL,Air India,4837,871,5708,Economy Saver,74,Airline Portal
2026-08-18,BOM,DEL,Akasa Air,4451,801,5252,Economy,59,Airline Portal
2026-08-18,BOM,DEL,SpiceJet,4365,786,5151,Economy,43,Airline Portal
2026-08-18,BLR,HYD,IndiGo,3259,587,3846,Economy,61,Airline Portal
2026-08-18,BLR,HYD,Air India,3618,651,4269,Economy,80,OTA
2026-08-18,BLR,HYD,Akasa Air,3428,617,4045,Economy Saver,26,Airline Portal
2026-08-18,BLR,HYD,SpiceJet,3362,605,3967,Economy,12,OTA
2026-08-18,DEL,MAA,IndiGo,5121,922,6043,Economy,46,OTA
2026-08-18,DEL,MAA,Air India,5246,944,6190,Economy,22,OTA
2026-08-18,DEL,MAA,Akasa Air,4912,884,5796,Economy,21,Airline Portal
2026-08-18,DEL,MAA,SpiceJet,4424,796,5220,Economy,55,OTA
2026-08-19,DEL,BOM,IndiGo,4497,809,5306,Economy Saver,58,OTA
2026-08-19,DEL,BOM,Air India,5002,900,5902,Economy,56,OTA
2026-08-19,DEL,BOM,Akasa Air,4685,843,5528,Economy Saver,63,OTA
2026-08-19,DEL,BOM,SpiceJet,3898,702,4600,Economy,63,OTA
2026-08-19,DEL,BLR,IndiGo,5400,972,6372,Economy Saver,32,OTA
2026-08-19,DEL,BLR,Air India,5653,1018,6671,Economy Saver,46,OTA
2026-08-19,DEL,BLR,Akasa Air,4857,874,5731,Economy,77,OTA
2026-08-19,DEL,BLR,SpiceJet,5005,901,5906,Economy,10,Airline Portal
2026-08-19,DEL,HYD,IndiGo,4320,778,5098,Economy Saver,7,Airline Portal
2026-08-19,DEL,HYD,Air India,4451,801,5252,Economy Saver,63,Airline Portal
2026-08-19,DEL,HYD,Akasa Air,4103,739,4842,Economy,21,OTA
2026-08-19,DEL,HYD,SpiceJet,3844,692,4536,Economy Saver,16,OTA
2026-08-19,DEL,CCU,IndiGo,4613,830,5443,Economy,11,OTA
2026-08-19,DEL,CCU,Air India,5350,963,6313,Economy,59,Airline Portal
2026-08-19,DEL,CCU,Akasa Air,4432,798,5230,Economy,66,Airline Portal
2026-08-19,DEL,CCU,SpiceJet,4115,741,4856,Economy Saver,6,Airline Portal
2026-08-19,BOM,BLR,IndiGo,3841,691,4532,Economy,59,Airline Portal
2026-08-19,BOM,BLR,Air India,3728,671,4399,Economy Saver,16,Airline Portal
2026-08-19,BOM,BLR,Akasa Air,3208,577,3785,Economy Saver,22,OTA
2026-08-19,BOM,BLR,SpiceJet,3546,638,4184,Economy,23,Airline Portal
2026-08-19,BOM,DEL,IndiGo,4353,784,5137,Economy,61,OTA
2026-08-19,BOM,DEL,Air India,5131,924,6055,Economy,57,OTA
2026-08-19,BOM,DEL,Akasa Air,4351,783,5134,Economy,22,Airline Portal
2026-08-19,BOM,DEL,SpiceJet,4201,756,4957,Economy Saver,59,OTA
2026-08-19,BLR,HYD,IndiGo,3392,611,4003,Economy Saver,15,Airline Portal
2026-08-19,BLR,HYD,Air India,3739,673,4412,Economy Saver,8,OTA
2026-08-19,BLR,HYD,Akasa Air,3182,573,3755,Economy,55,OTA
2026-08-19,BLR,HYD,SpiceJet,3326,599,3925,Economy,68,OTA
2026-08-19,DEL,MAA,IndiGo,4916,885,5801,Economy,72,Airline Portal
2026-08-19,DEL,MAA,Air India,5956,1072,7028,Economy Saver,21,OTA
2026-08-19,DEL,MAA,Akasa Air,5078,914,5992,Economy Saver,51,Airline Portal
2026-08-19,DEL,MAA,SpiceJet,5025,904,5929,Economy,7,Airline Portal
2026-08-20,DEL,BOM,IndiGo,4247,764,5011,Economy,12,OTA
2026-08-20,DEL,BOM,Air India,5061,911,5972,Economy Saver,59,OTA
2026-08-20,DEL,BOM,Akasa Air,4266,768,5034,Economy,40,Airline Portal
2026-08-20,DEL,BOM,SpiceJet,4176,752,4928,Economy,24,OTA
2026-08-20,DEL,BLR,IndiGo,5140,925,6065,Economy,44,OTA
2026-08-20,DEL,BLR,Air India,5828,1049,6877,Economy,12,Airline Portal
2026-08-20,DEL,BLR,Akasa Air,4696,845,5541,Economy,63,Airline Portal
2026-08-20,DEL,BLR,SpiceJet,4754,856,5610,Economy,20,Airline Portal
2026-08-20,DEL,HYD,IndiGo,4325,778,5103,Economy,25,OTA
2026-08-20,DEL,HYD,Air India,4696,845,5541,Economy Saver,26,OTA
2026-08-20,DEL,HYD,Akasa Air,3932,708,4640,Economy Saver,20,Airline Portal
2026-08-20,DEL,HYD,SpiceJet,3685,663,4348,Economy Saver,72,Airline Portal
2026-08-20,DEL,CCU,IndiGo,4954,892,5846,Economy,68,OTA
2026-08-20,DEL,CCU,Air India,4986,897,5883,Economy Saver,77,Airline Portal
2026-08-20,DEL,CCU,Akasa Air,4444,800,5244,Economy,78,Airline Portal
2026-08-20,DEL,CCU,SpiceJet,4323,778,5101,Economy,10,Airline Portal
2026-08-20,BOM,BLR,IndiGo,3487,628,4115,Economy Saver,54,Airline Portal
2026-08-20,BOM,BLR,Air India,3983,717,4700,Economy,75,OTA
2026-08-20,BOM,BLR,Akasa Air,3224,580,3804,Economy Saver,45,OTA
2026-08-20,BOM,BLR,SpiceJet,3513,632,4145,Economy Saver,20,Airline Portal
2026-08-20,BOM,DEL,IndiGo,4626,833,5459,Economy,56,Airline Portal
2026-08-20,BOM,DEL,Air India,5373,967,6340,Economy Saver,44,OTA
2026-08-20,BOM,DEL,Akasa Air,4227,761,4988,Economy,52,Airline Portal
2026-08-20,BOM,DEL,SpiceJet,4308,775,5083,Economy Saver,36,OTA
2026-08-20,BLR,HYD,IndiGo,3602,648,4250,Economy Saver,30,Airline Portal
2026-08-20,BLR,HYD,Air India,3739,673,4412,Economy Saver,8,Airline Portal
2026-08-20,BLR,HYD,Akasa Air,3375,608,3983,Economy,47,Airline Portal
2026-08-20,BLR,HYD,SpiceJet,3199,576,3775,Economy Saver,18,Airline Portal
2026-08-20,DEL,MAA,IndiGo,5003,901,5904,Economy Saver,67,Airline Portal
2026-08-20,DEL,MAA,Air India,5591,1006,6597,Economy Saver,16,Airline Portal
2026-08-20,DEL,MAA,Akasa Air,5314,957,6271,Economy Saver,52,OTA
2026-08-20,DEL,MAA,SpiceJet,4708,847,5555,Economy,69,Airline Portal
2026-08-21,DEL,BOM,IndiGo,4670,841,5511,Economy,80,Airline Portal
2026-08-21,DEL,BOM,Air India,5230,941,6171,Economy,35,OTA
2026-08-21,DEL,BOM,Akasa Air,4260,767,5027,Economy Saver,46,OTA
2026-08-21,DEL,BOM,SpiceJet,4125,742,4867,Economy,30,Airline Portal
2026-08-21,DEL,BLR,IndiGo,5339,961,6300,Economy,24,Airline Portal
2026-08-21,DEL,BLR,Air India,5369,966,6335,Economy Saver,57,Airline Portal
2026-08-21,DEL,BLR,Akasa Air,5204,937,6141,Economy,62,OTA
2026-08-21,DEL,BLR,SpiceJet,4907,883,5790,Economy,16,Airline Portal
2026-08-21,DEL,HYD,IndiGo,4209,758,4967,Economy,32,OTA
2026-08-21,DEL,HYD,Air India,4406,793,5199,Economy,50,OTA
2026-08-21,DEL,HYD,Akasa Air,4086,735,4821,Economy Saver,38,Airline Portal
2026-08-21,DEL,HYD,SpiceJet,3559,641,4200,Economy Saver,76,Airline Portal
2026-08-21,DEL,CCU,IndiGo,4449,801,5250,Economy,20,Airline Portal
2026-08-21,DEL,CCU,Air India,5150,927,6077,Economy,21,Airline Portal
2026-08-21,DEL,CCU,Akasa Air,4751,855,5606,Economy,79,OTA
2026-08-21,DEL,CCU,SpiceJet,4442,800,5242,Economy,13,Airline Portal
2026-08-21,BOM,BLR,IndiGo,3828,689,4517,Economy,16,OTA
2026-08-21,BOM,BLR,Air India,3970,715,4685,Economy Saver,11,Airline Portal
2026-08-21,BOM,BLR,Akasa Air,3679,662,4341,Economy Saver,68,Airline Portal
2026-08-21,BOM,BLR,SpiceJet,3272,589,3861,Economy,50,Airline Portal
2026-08-21,BOM,DEL,IndiGo,4744,854,5598,Economy Saver,62,Airline Portal
2026-08-21,BOM,DEL,Air India,4838,871,5709,Economy,42,OTA
2026-08-21,BOM,DEL,Akasa Air,4453,802,5255,Economy Saver,12,Airline Portal
